代码,名称,买入价,当前价,收益率%,持有天数,状态,止盈价,止损价,技术评分,RSI,资金评分,卖出原因
601899,紫金矿业,35.61,31.16,-12.50,28,stop_loss,38.46,34.54,,,,止损触发 (亏损-12.5%)
601688,华泰证券,19.39,18.7,-3.56,27,stop_loss,20.94,18.81,,,,止损触发 (亏损-3.6%)
601857,中国石油,11.81,11.56,-2.12,26,stop_loss,12.75,11.46,,,,持仓期满 (26天 >= 14天)
601088,中国神华,46.96,46.07,-1.90,26,stop_loss,50.72,45.55,,,,持仓期满 (26天 >= 14天)
000963,华东医药,35.18,30.13,-14.35,25,stop_loss,37.99,34.12,,,,止损触发 (亏损-14.4%)
600519,贵州茅台,1458.49,1324.3,-9.20,25,stop_loss,1575.17,1414.74,,,,止损触发 (亏损-9.2%)
002594,比亚迪,102.28,96.0,-6.14,22,stop_loss,110.46,99.21,,,,止损触发 (亏损-6.1%)
600383,金地集团,2.87,2.85,-0.70,20,stop_loss,3.1,2.78,,,,持仓期满 (20天 >= 14天)
600048,保利发展,6.39,6.17,-3.44,13,stop_loss,6.9,6.2,,,,止损触发 (亏损-3.4%)
600118,中国卫星,114.18,87.23,-23.60,11,stop_loss,119.89,110.75,,,,止损触发 (亏损-23.6%)
002531,天顺风能,12.44,11.96,-3.86,2,stop_loss,14.31,12.07,,,,止损触发 (亏损-3.9%)
603127,昭衍新药,39.96,38.43,-3.83,2,stop_loss,45.95,38.76,,,,止损触发 (亏损-3.8%)
600509,天富能源,7.78,9.75,25.32,39,partial_sell,8.169,7.5466,,,,阶梯止盈第1档 (+5.0% 卖出30%)
600159,大龙地产,2.876666666666667,3.26,13.33,36,partial_sell,3.0205,2.790366666666667,,,,阶梯止盈第1档 (+5.0% 卖出30%)
688008,澜起科技,209.91,247.11,17.72,12,partial_sell,220.41,203.61,,,,阶梯止盈第1档 (+5.0% 卖出30%)
600345,长江通信,52.23,55.0,5.30,12,partial_sell,54.84,50.66,,,,阶梯止盈第1档 (+5.0% 卖出30%)
300672,国科微,201.0,240.21,19.51,12,partial_sell,211.05,194.97,,,,阶梯止盈第1档 (+5.0% 卖出30%)
688432,有研硅,17.88,21.36,19.46,11,partial_sell,18.77,17.34,,,,阶梯止盈第1档 (+5.0% 卖出30%)
300400,劲拓股份,30.31,32.19,6.20,11,partial_sell,31.83,29.4,,,,阶梯止盈第1档 (+5.0% 卖出30%)
603986,兆易创新,375.34,404.56,7.78,2,partial_sell,431.64,364.08,,,,阶梯止盈第1档 (+5.0% 卖出30%)
603179,新泉股份,74.31,80.82,8.76,2,partial_sell,85.46,72.08,,,,阶梯止盈第1档 (+5.0% 卖出30%)
