代码,名称,买入价,当前价,收益率%,持有天数,状态,止盈价,止损价,技术评分,RSI,资金评分,卖出原因
603334,丰倍生物,53.0,50.22,-5.25,34,stop_loss,55.650000000000006,51.41,,,,止损触发 (亏损-5.2%)
001390,古麒绒材,21.88,20.35,-6.99,34,stop_loss,22.974,21.223599999999998,,,,止损触发 (亏损-7.0%)
600170,上海建工,2.7266666666666666,2.7,-0.98,34,stop_loss,2.863,2.6448666666666667,,,,持仓期满 (34天 >= 14天)
002415,海康威视,34.51,34.46,-0.14,23,stop_loss,37.27,33.47,,,,持仓期满 (23天 >= 14天)
600438,通威股份,18.24,17.22,-5.59,23,stop_loss,19.7,17.69,,,,止损触发 (亏损-5.6%)
601939,建设银行,9.73,9.61,-1.23,23,stop_loss,10.51,9.44,,,,持仓期满 (23天 >= 14天)
300014,亿纬锂能,71.92,68.5,-4.76,22,stop_loss,77.67,69.76,,,,止损触发 (亏损-4.8%)
300750,宁德时代,448.25,434.13,-3.15,22,stop_loss,484.11,434.8,,,,止损触发 (亏损-3.2%)
601899,紫金矿业,35.61,34.61,-2.81,22,stop_loss,38.46,34.54,,,,持仓期满 (22天 >= 14天)
601857,中国石油,11.81,11.13,-5.76,20,stop_loss,12.75,11.46,,,,止损触发 (亏损-5.8%)
601088,中国神华,46.96,44.85,-4.49,20,stop_loss,50.72,45.55,,,,止损触发 (亏损-4.5%)
000963,华东医药,35.18,33.26,-5.46,19,stop_loss,37.99,34.12,,,,止损触发 (亏损-5.5%)
600519,贵州茅台,1458.49,1344.33,-7.83,19,stop_loss,1575.17,1414.74,,,,止损触发 (亏损-7.8%)
002594,比亚迪,102.28,98.55,-3.65,16,stop_loss,110.46,99.21,,,,止损触发 (亏损-3.6%)
002491,通鼎互联,15.2,26.79,76.25,35,partial_sell,15.959999999999999,14.744,,,,阶梯止盈第1档 (+5.0% 卖出30%)
000949,新乡化纤,7.31,8.19,12.04,34,partial_sell,7.6754999999999995,7.090699999999999,,,,阶梯止盈第1档 (+5.0% 卖出30%)
600151,航天机电,14.47,15.72,8.64,34,partial_sell,15.193500000000002,14.0359,,,,阶梯止盈第1档 (+5.0% 卖出30%)
601669,中国电建,5.636666666666667,6.09,8.04,34,partial_sell,5.9185,5.4675666666666665,,,,阶梯止盈第1档 (+5.0% 卖出30%)
000793,*ST华闻,2.7133333333333334,2.88,6.14,33,partial_sell,2.849,2.6319333333333335,,,,阶梯止盈第1档 (+5.0% 卖出30%)
600509,天富能源,7.78,9.37,20.44,33,partial_sell,8.169,7.5466,,,,阶梯止盈第1档 (+5.0% 卖出30%)
600159,大龙地产,2.876666666666667,3.36,16.80,30,partial_sell,3.0205,2.790366666666667,,,,阶梯止盈第1档 (+5.0% 卖出30%)
001979,招商蛇口,8.85,9.52,7.57,26,partial_sell,9.56,8.58,,,,阶梯止盈第1档 (+5.0% 卖出30%)
600111,北方稀土,50.89,56.17,10.38,23,partial_sell,54.96,49.36,,,,阶梯止盈第1档 (+5.0% 卖出30%)
600383,金地集团,2.87,3.04,5.92,14,partial_sell,3.1,2.78,,,,阶梯止盈第1档 (+5.0% 卖出30%)
600887,伊利股份,26.57,27.9,5.01,14,partial_sell,28.7,25.77,,,,阶梯止盈第1档 (+5.0% 卖出30%)
688008,澜起科技,209.91,258.46,23.13,6,partial_sell,220.41,203.61,,,,阶梯止盈第1档 (+5.0% 卖出30%)
600345,长江通信,52.23,60.0,14.88,6,partial_sell,54.84,50.66,,,,阶梯止盈第1档 (+5.0% 卖出30%)
300672,国科微,201.0,242.43,20.61,6,partial_sell,211.05,194.97,,,,阶梯止盈第1档 (+5.0% 卖出30%)
688205,德科立,255.9,295.14,15.33,6,partial_sell,268.69,248.22,,,,阶梯止盈第1档 (+5.0% 卖出30%)
688432,有研硅,17.88,19.16,7.16,5,partial_sell,18.77,17.34,,,,阶梯止盈第1档 (+5.0% 卖出30%)
